Date,WTI Expiration Calendar,WTI F_1,WTI F_2,WTI_F4,"Event (1= roll, 2=expiration, 0=regular day)",Dates in between roll and expiry,Transaction Costs,dF(t)=F(t)-F(t-1),Spot Equity Line, Rolling Futures ,Futures Equity Line
2/24/14,, $102.82 , $102.06 ,100.21,0,0, $-   , $0.62 , $102.82 , $0.62 , $76.09 
2/25/14,, $101.83 , $101.12 ,99.31,0,0, $-   , $(0.99), $101.83 , $(0.99), $75.10 
2/26/14,, $102.59 , $101.77 ,99.75,0,0, $-   , $0.76 , $102.59 , $0.76 , $75.86 
2/27/14,, $102.40 , $101.62 ,99.61,0,0, $-   , $(0.19), $102.40 , $(0.19), $75.67 
2/28/14,, $102.59 , $101.89 ,99.96,0,0, $-   , $0.19 , $102.59 , $0.19 , $75.86 
3/3/14,, $104.92 , $104.22 ,102.03,0,0, $-   , $2.33 , $104.92 , $2.33 , $78.19 
3/4/14,, $103.33 , $102.68 ,100.65,0,0, $-   , $(1.59), $103.33 , $(1.59), $76.60 
3/5/14,, $101.45 , $100.88 ,99.03,0,0, $-   , $(1.88), $101.45 , $(1.88), $74.72 
3/6/14,, $101.56 , $101.02 ,99.2,0,0, $-   , $0.11 , $101.56 , $0.11 , $74.83 
3/7/14,, $102.58 , $101.99 ,100.1,0,0, $-   , $1.02 , $102.58 , $1.02 , $75.85 
3/10/14,, $101.12 , $100.59 ,98.86,0,0, $-   , $(1.46), $101.12 , $(1.46), $74.39 
3/11/14,, $100.03 , $99.59 ,98.07,0,0, $-   , $(1.09), $100.03 , $(1.09), $73.30 
3/12/14,, $97.99 , $97.68 ,96.44,0,0, $-   , $(2.04), $97.99 , $(2.04), $71.26 
3/13/14,, $98.20 , $97.94 ,96.69,1,1, $0.02 , $0.21 , $98.20 , $0.21 , $71.45 
3/14/14,, $98.89 , $98.56 ,97.31,0,2, $-   , $0.69 , $98.89 , $0.62 , $72.07 
3/17/14,, $98.08 , $97.62 ,96.2,0,3, $-   , $(0.81), $98.08 , $(0.94), $71.13 
3/18/14,, $99.70 , $98.88 ,97.09,0,4, $-   , $1.62 , $99.70 , $1.26 , $72.39 
3/19/14,, $100.37 , $99.17 ,97.09,0,5, $-   , $0.67 , $100.37 , $0.29 , $72.68 
3/20/14,, $99.43 , $98.90 ,97.15,2,0, $-   , $(0.94), $99.43 , $(0.27), $72.41 
3/21/14,, $99.46 , $98.65 ,96.83,0,0, $-   , $0.03 , $99.46 , $0.56 , $72.97 
3/24/14,, $99.60 , $98.83 ,97.01,0,0, $-   , $0.14 , $99.60 , $0.14 , $73.11 
3/25/14,, $99.19 , $98.53 ,96.79,0,0, $-   , $(0.41), $99.19 , $(0.41), $72.70 
3/26/14,, $100.26 , $99.53 ,97.71,0,0, $-   , $1.07 , $100.26 , $1.07 , $73.77 
3/27/14,, $101.28 , $100.53 ,98.65,0,0, $-   , $1.02 , $101.28 , $1.02 , $74.79 
3/28/14,, $101.67 , $100.89 ,98.98,0,0, $-   , $0.39 , $101.67 , $0.39 , $75.18 
3/31/14,, $101.58 , $100.82 ,98.95,0,0, $-   , $(0.09), $101.58 , $(0.09), $75.09 
4/1/14,, $99.74 , $99.05 ,97.28,0,0, $-   , $(1.84), $99.74 , $(1.84), $73.25 
4/2/14,, $99.62 , $98.90 ,97.14,0,0, $-   , $(0.12), $99.62 , $(0.12), $73.13 
4/3/14,, $100.29 , $99.63 ,97.95,0,0, $-   , $0.67 , $100.29 , $0.67 , $73.80 
4/4/14,, $101.14 , $100.46 ,98.7,0,0, $-   , $0.85 , $101.14 , $0.85 , $74.65 
4/7/14,, $100.44 , $99.78 ,98.18,0,0, $-   , $(0.70), $100.44 , $(0.70), $73.95 
4/8/14,, $102.56 , $101.81 ,100.04,0,0, $-   , $2.12 , $102.56 , $2.12 , $76.07 
4/9/14,, $103.60 , $102.65 ,100.67,0,0, $-   , $1.04 , $103.60 , $1.04 , $77.11 
4/10/14,, $103.40 , $102.38 ,100.37,0,0, $-   , $(0.20), $103.40 , $(0.20), $76.91 
4/11/14,, $103.74 , $102.62 ,100.51,0,0, $-   , $0.34 , $103.74 , $0.34 , $77.25 
4/14/14,, $104.05 , $103.21 ,101.3,1,1, $0.02 , $0.31 , $104.05 , $0.31 , $77.54 
4/15/14,, $103.75 , $103.00 ,101.12,0,2, $-   , $(0.30), $103.75 , $(0.21), $77.33 
4/16/14,, $103.76 , $103.03 ,101.25,0,3, $-   , $0.01 , $103.76 , $0.03 , $77.36 
4/17/14,, $104.30 , $103.37 ,101.38,0,4, $-   , $0.54 , $104.30 , $0.34 , $77.70 
4/21/14,, $104.37 , $103.65 ,101.75,0,5, $-   , $0.07 , $104.37 , $0.28 , $77.98 
4/22/14,, $102.13 , $101.75 ,100.32,2,0, $-   , $(2.24), $102.13 , $(1.90), $76.08 
4/23/14,, $101.44 , $100.85 ,99.26,0,0, $-   , $(0.69), $101.44 , $(0.31), $75.77 
4/24/14,, $101.94 , $101.35 ,99.73,0,0, $-   , $0.50 , $101.94 , $0.50 , $76.27 
4/25/14,, $100.60 , $100.03 ,98.44,0,0, $-   , $(1.34), $100.60 , $(1.34), $74.93 
4/28/14,, $100.84 , $100.11 ,98.29,0,0, $-   , $0.24 , $100.84 , $0.24 , $75.17 
4/29/14,, $101.28 , $100.59 ,98.78,0,0, $-   , $0.44 , $101.28 , $0.44 , $75.61 
4/30/14,, $99.74 , $99.11 ,97.39,0,0, $-   , $(1.54), $99.74 , $(1.54), $74.07 
5/1/14,, $99.42 , $98.75 ,97.04,0,0, $-   , $(0.32), $99.42 , $(0.32), $73.75 
5/2/14,, $99.76 , $99.04 ,97.27,0,0, $-   , $0.34 , $99.76 , $0.34 , $74.09 
5/5/14,, $99.48 , $98.73 ,96.91,0,0, $-   , $(0.28), $99.48 , $(0.28), $73.81 
5/6/14,, $99.50 , $98.65 ,96.76,0,0, $-   , $0.02 , $99.50 , $0.02 , $73.83 
5/7/14,, $100.77 , $99.96 ,98.03,0,0, $-   , $1.27 , $100.77 , $1.27 , $75.10 
5/8/14,, $100.26 , $99.54 ,97.71,0,0, $-   , $(0.51), $100.26 , $(0.51), $74.59 
5/9/14,, $99.99 , $99.31 ,97.49,0,0, $-   , $(0.27), $99.99 , $(0.27), $74.32 
5/12/14,, $100.59 , $99.94 ,98.18,0,0, $-   , $0.60 , $100.59 , $0.60 , $74.92 
5/13/14,, $101.70 , $101.05 ,99.23,1,1, $0.02 , $1.11 , $101.70 , $1.11 , $76.01 
5/14/14,, $102.37 , $101.74 ,99.89,0,2, $-   , $0.67 , $102.37 , $0.69 , $76.70 
5/15/14,, $101.50 , $101.13 ,99.48,0,3, $-   , $(0.87), $101.50 , $(0.61), $76.09 
5/16/14,, $102.02 , $101.58 ,99.82,0,4, $-   , $0.52 , $102.02 , $0.45 , $76.54 
5/19/14,, $102.61 , $102.11 ,100.17,0,5, $-   , $0.59 , $102.61 , $0.53 , $77.07 
5/20/14,, $102.44 , $102.33 ,100.5,2,0, $-   , $(0.17), $102.44 , $0.22 , $77.29 
5/21/14,, $104.07 , $103.16 ,100.95,0,0, $-   , $1.63 , $104.07 , $1.74 , $79.03 
5/22/14,, $103.74 , $102.87 ,100.76,0,0, $-   , $(0.33), $103.74 , $(0.33), $78.70 
5/23/14,, $104.35 , $103.43 ,101.23,0,0, $-   , $0.61 , $104.35 , $0.61 , $79.31 
5/27/14,, $104.11 , $103.18 ,100.98,0,0, $-   , $(0.24), $104.11 , $(0.24), $79.07 
5/28/14,, $102.72 , $101.99 ,99.99,0,0, $-   , $(1.39), $102.72 , $(1.39), $77.68 
5/29/14,, $103.58 , $102.78 ,100.65,0,0, $-   , $0.86 , $103.58 , $0.86 , $78.54 
5/30/14,, $102.71 , $101.98 ,100,0,0, $-   , $(0.87), $102.71 , $(0.87), $77.67 
6/2/14,, $102.47 , $101.79 ,99.9,0,0, $-   , $(0.24), $102.47 , $(0.24), $77.43 
6/3/14,, $102.66 , $101.97 ,100.08,0,0, $-   , $0.19 , $102.66 , $0.19 , $77.62 
6/4/14,, $102.64 , $101.93 ,100.02,0,0, $-   , $(0.02), $102.64 , $(0.02), $77.60 
6/5/14,, $102.48 , $101.81 ,99.99,0,0, $-   , $(0.16), $102.48 , $(0.16), $77.44 
6/6/14,, $102.66 , $101.94 ,100.07,0,0, $-   , $0.18 , $102.66 , $0.18 , $77.62 
6/9/14,, $104.41 , $103.59 ,101.51,0,0, $-   , $1.75 , $104.41 , $1.75 , $79.37 
6/10/14,, $104.35 , $103.49 ,101.42,0,0, $-   , $(0.06), $104.35 , $(0.06), $79.31 
6/11/14,, $104.40 , $103.62 ,101.66,0,0, $-   , $0.05 , $104.40 , $0.05 , $79.36 
6/12/14,, $106.53 , $105.78 ,103.7,0,0, $-   , $2.13 , $106.53 , $2.13 , $81.49 
6/13/14,, $106.91 , $106.17 ,103.82,1,1, $0.02 , $0.38 , $106.91 , $0.38 , $81.85 
6/16/14,, $106.90 , $106.30 ,104.16,0,2, $-   , $(0.01), $106.90 , $0.13 , $81.98 
6/17/14,, $106.36 , $105.87 ,103.91,0,3, $-   , $(0.54), $106.36 , $(0.43), $81.55 
6/18/14,, $105.97 , $105.59 ,103.85,0,4, $-   , $(0.39), $105.97 , $(0.28), $81.27 
6/19/14,, $106.43 , $106.05 ,104.35,0,5, $-   , $0.46 , $106.43 , $0.46 , $81.73 
6/20/14,, $107.26 , $106.83 ,104.9,2,0, $-   , $0.83 , $107.26 , $0.78 , $82.51 
6/23/14,, $106.17 , $105.42 ,103.37,0,0, $-   , $(1.09), $106.17 , $(0.66), $81.85 
6/24/14,, $106.03 , $105.32 ,103.4,0,0, $-   , $(0.14), $106.03 , $(0.14), $81.71 
6/25/14,, $106.50 , $105.72 ,103.77,0,0, $-   , $0.47 , $106.50 , $0.47 , $82.18 
6/26/14,, $105.84 , $105.11 ,103.24,0,0, $-   , $(0.66), $105.84 , $(0.66), $81.52 
6/27/14,, $105.74 , $105.04 ,103.26,0,0, $-   , $(0.10), $105.74 , $(0.10), $81.42 
6/30/14,, $105.37 , $104.73 ,102.98,0,0, $-   , $(0.37), $105.37 , $(0.37), $81.05 
7/1/14,, $105.34 , $104.74 ,103.01,0,0, $-   , $(0.03), $105.34 , $(0.03), $81.02 
7/2/14,, $104.48 , $103.91 ,102.28,0,0, $-   , $(0.86), $104.48 , $(0.86), $80.16 
7/3/14,, $104.06 , $103.51 ,101.94,0,0, $-   , $(0.42), $104.06 , $(0.42), $79.74 
7/7/14,, $103.53 , $103.03 ,101.5,0,0, $-   , $(0.53), $103.53 , $(0.53), $79.21 
7/8/14,, $103.40 , $102.79 ,101.18,0,0, $-   , $(0.13), $103.40 , $(0.13), $79.08 
7/9/14,, $102.29 , $101.75 ,100.28,0,0, $-   , $(1.11), $102.29 , $(1.11), $77.97 
7/10/14,, $102.93 , $102.40 ,100.97,0,0, $-   , $0.64 , $102.93 , $0.64 , $78.61 
7/11/14,, $100.83 , $100.30 ,98.99,0,0, $-   , $(2.10), $100.83 , $(2.10), $76.51 
7/14/14,, $100.91 , $100.48 ,99.39,0,0, $-   , $0.08 , $100.91 , $0.08 , $76.59 
7/15/14,, $99.96 , $99.53 ,98.43,1,1, $0.02 , $(0.95), $99.96 , $(0.95), $75.62 
7/16/14,, $101.20 , $100.60 ,99.2,0,2, $-   , $1.24 , $101.20 , $1.07 , $76.69 
7/17/14,, $103.19 , $102.20 ,100.29,0,3, $-   , $1.99 , $103.19 , $1.60 , $78.29 
7/18/14,, $103.13 , $101.95 ,99.97,0,4, $-   , $(0.06), $103.13 , $(0.25), $78.04 
7/21/14,, $104.59 , $102.86 ,100.77,0,5, $-   , $1.46 , $104.59 , $0.91 , $78.95 
7/22/14,, $104.42 , $102.39 ,100.3,2,0, $-   , $(0.17), $104.42 , $(0.47), $78.48 
7/23/14,, $103.12 , $101.65 ,99.95,0,0, $-   , $(1.30), $103.12 , $0.73 , $79.21 
7/24/14,, $102.07 , $100.72 ,99.12,0,0, $-   , $(1.05), $102.07 , $(1.05), $78.16 
7/25/14,, $102.09 , $100.87 ,99.37,0,0, $-   , $0.02 , $102.09 , $0.02 , $78.18 
7/28/14,, $101.67 , $100.32 ,98.66,0,0, $-   , $(0.42), $101.67 , $(0.42), $77.76 
7/29/14,, $100.97 , $99.73 ,98.24,0,0, $-   , $(0.70), $100.97 , $(0.70), $77.06 
7/30/14,, $100.27 , $99.04 ,97.56,0,0, $-   , $(0.70), $100.27 , $(0.70), $76.36 
7/31/14,, $98.17 , $97.32 ,96.21,0,0, $-   , $(2.10), $98.17 , $(2.10), $74.26 
8/1/14,, $97.88 , $96.94 ,95.79,0,0, $-   , $(0.29), $97.88 , $(0.29), $73.97 
8/4/14,, $98.29 , $97.36 ,96.28,0,0, $-   , $0.41 , $98.29 , $0.41 , $74.38 
8/5/14,, $97.38 , $96.57 ,95.78,0,0, $-   , $(0.91), $97.38 , $(0.91), $73.47 
8/6/14,, $96.92 , $96.24 ,95.5,0,0, $-   , $(0.46), $96.92 , $(0.46), $73.01 
8/7/14,, $97.34 , $96.69 ,95.99,0,0, $-   , $0.42 , $97.34 , $0.42 , $73.43 
8/8/14,, $97.65 , $96.84 ,96.03,0,0, $-   , $0.31 , $97.65 , $0.31 , $73.74 
8/11/14,, $98.08 , $97.21 ,96.31,0,0, $-   , $0.43 , $98.08 , $0.43 , $74.17 
8/12/14,, $97.37 , $96.48 ,95.59,0,0, $-   , $(0.71), $97.37 , $(0.71), $73.46 
8/13/14,, $97.59 , $96.74 ,95.92,1,1, $0.02 , $0.22 , $97.59 , $0.22 , $73.66 
8/14/14,, $95.58 , $94.08 ,93.29,0,2, $-   , $(2.01), $95.58 , $(2.66), $71.00 
8/15/14,, $97.35 , $95.32 ,94.39,0,3, $-   , $1.77 , $97.35 , $1.24 , $72.24 
8/18/14,, $96.41 , $93.75 ,92.77,0,4, $-   , $(0.94), $96.41 , $(1.57), $70.67 
8/19/14,, $94.48 , $92.86 ,92.1,0,5, $-   , $(1.93), $94.48 , $(0.89), $69.78 
8/20/14,, $96.07 , $93.45 ,92.57,2,0, $-   , $1.59 , $96.07 , $0.59 , $70.37 
8/21/14,, $93.96 , $93.38 ,92.85,0,0, $-   , $(2.11), $93.96 , $0.51 , $70.88 
8/22/14,, $93.65 , $93.17 ,92.82,0,0, $-   , $(0.31), $93.65 , $(0.31), $70.57 
8/25/14,, $93.35 , $92.88 ,92.62,0,0, $-   , $(0.30), $93.35 , $(0.30), $70.27 
8/26/14,, $93.86 , $93.36 ,93.05,0,0, $-   , $0.51 , $93.86 , $0.51 , $70.78 
8/27/14,, $93.88 , $93.34 ,92.95,0,0, $-   , $0.02 , $93.88 , $0.02 , $70.80 
8/28/14,, $94.55 , $93.83 ,93.15,0,0, $-   , $0.67 , $94.55 , $0.67 , $71.47 
8/29/14,, $95.96 , $95.02 ,94.01,0,0, $-   , $1.41 , $95.96 , $1.41 , $72.88 
9/2/14,, $92.88 , $92.10 ,91.62,0,0, $-   , $(3.08), $92.88 , $(3.08), $69.80 
9/3/14,, $95.54 , $94.68 ,93.91,0,0, $-   , $2.66 , $95.54 , $2.66 , $72.46 
9/4/14,, $94.45 , $93.71 ,93.06,0,0, $-   , $(1.09), $94.45 , $(1.09), $71.37 
9/5/14,, $93.29 , $92.71 ,92.28,0,0, $-   , $(1.16), $93.29 , $(1.16), $70.21 
9/8/14,, $92.66 , $92.05 ,91.62,0,0, $-   , $(0.63), $92.66 , $(0.63), $69.58 
9/9/14,, $92.75 , $91.89 ,91.33,0,0, $-   , $0.09 , $92.75 , $0.09 , $69.67 
9/10/14,, $91.67 , $90.84 ,90.26,0,0, $-   , $(1.08), $91.67 , $(1.08), $68.59 
9/11/14,, $92.83 , $91.86 ,91.11,0,0, $-   , $1.16 , $92.83 , $1.16 , $69.75 
9/12/14,, $92.27 , $91.37 ,90.48,0,0, $-   , $(0.56), $92.27 , $(0.56), $69.19 
9/15/14,, $92.92 , $91.99 ,91.03,1,1, $0.02 , $0.65 , $92.92 , $0.65 , $69.82 
9/16/14,, $94.88 , $93.81 ,92.66,0,2, $-   , $1.96 , $94.88 , $1.82 , $71.64 
9/17/14,, $94.42 , $93.20 ,92.11,0,3, $-   , $(0.46), $94.42 , $(0.61), $71.03 
9/18/14,, $93.07 , $91.98 ,91.11,0,4, $-   , $(1.35), $93.07 , $(1.22), $69.81 
9/19/14,, $92.41 , $91.65 ,90.92,0,5, $-   , $(0.66), $92.41 , $(0.33), $69.48 
9/22/14,, $91.52 , $90.87 ,90.11,2,0, $-   , $(0.89), $91.52 , $(0.78), $68.70 
9/23/14,, $91.56 , $90.91 ,90.34,0,0, $-   , $0.04 , $91.56 , $0.69 , $69.39 
9/24/14,, $92.80 , $92.07 ,91.1,0,0, $-   , $1.24 , $92.80 , $1.24 , $70.63 
9/25/14,, $92.53 , $91.78 ,90.92,0,0, $-   , $(0.27), $92.53 , $(0.27), $70.36 
9/26/14,, $93.54 , $92.62 ,91.57,0,0, $-   , $1.01 , $93.54 , $1.01 , $71.37 
9/29/14,, $94.57 , $93.49 ,92.21,0,0, $-   , $1.03 , $94.57 , $1.03 , $72.40 
9/30/14,, $91.16 , $90.27 ,89.39,0,0, $-   , $(3.41), $91.16 , $(3.41), $68.99 
10/1/14,, $90.73 , $89.74 ,88.66,0,0, $-   , $(0.43), $90.73 , $(0.43), $68.56 
10/2/14,, $91.01 , $89.88 ,88.47,0,0, $-   , $0.28 , $91.01 , $0.28 , $68.84 
10/3/14,, $89.74 , $88.67 ,87.26,0,0, $-   , $(1.27), $89.74 , $(1.27), $67.57 
10/6/14,, $90.34 , $89.34 ,88.11,0,0, $-   , $0.60 , $90.34 , $0.60 , $68.17 
10/7/14,, $88.85 , $87.98 ,87.05,0,0, $-   , $(1.49), $88.85 , $(1.49), $66.68 
10/8/14,, $87.31 , $86.59 ,85.9,0,0, $-   , $(1.54), $87.31 , $(1.54), $65.14 
10/9/14,, $85.77 , $85.05 ,84.43,0,0, $-   , $(1.54), $85.77 , $(1.54), $63.60 
10/10/14,, $85.82 , $85.11 ,84.46,0,0, $-   , $0.05 , $85.82 , $0.05 , $63.65 
10/13/14,, $85.74 , $84.98 ,84.23,0,0, $-   , $(0.08), $85.74 , $(0.08), $63.57 
10/14/14,, $81.84 , $81.20 ,80.4,1,1, $0.02 , $(3.90), $81.84 , $(3.90), $59.65 
10/15/14,, $81.78 , $80.94 ,79.87,0,2, $-   , $(0.06), $81.78 , $(0.26), $59.39 
10/16/14,, $82.70 , $81.95 ,81.09,0,3, $-   , $0.92 , $82.70 , $1.01 , $60.40 
10/17/14,, $82.75 , $82.06 ,81.21,0,4, $-   , $0.05 , $82.75 , $0.11 , $60.51 
10/20/14,, $82.71 , $81.91 ,80.9,0,5, $-   , $(0.04), $82.71 , $(0.15), $60.36 
10/21/14,, $82.81 , $82.49 ,81.47,2,0, $-   , $0.10 , $82.81 , $0.58 , $60.94 
10/22/14,, $80.52 , $80.13 ,79.54,0,0, $-   , $(2.29), $80.52 , $(1.97), $58.97 
10/23/14,, $82.09 , $81.75 ,81.23,0,0, $-   , $1.57 , $82.09 , $1.57 , $60.54 
10/24/14,, $81.01 , $80.80 ,80.54,0,0, $-   , $(1.08), $81.01 , $(1.08), $59.46 
10/27/14,, $81.00 , $80.70 ,80.34,0,0, $-   , $(0.01), $81.00 , $(0.01), $59.45 
10/28/14,, $81.42 , $81.12 ,80.83,0,0, $-   , $0.42 , $81.42 , $0.42 , $59.87 
10/29/14,, $82.20 , $81.96 ,81.68,0,0, $-   , $0.78 , $82.20 , $0.78 , $60.65 
10/30/14,, $81.12 , $80.90 ,80.64,0,0, $-   , $(1.08), $81.12 , $(1.08), $59.57 
10/31/14,, $80.54 , $80.42 ,80.31,0,0, $-   , $(0.58), $80.54 , $(0.58), $58.99 
11/3/14,, $78.78 , $78.84 ,78.85,0,0, $-   , $(1.76), $78.78 , $(1.76), $57.23 
11/4/14,, $77.19 , $77.19 ,77.24,0,0, $-   , $(1.59), $77.19 , $(1.59), $55.64 
11/5/14,, $78.68 , $78.60 ,78.51,0,0, $-   , $1.49 , $78.68 , $1.49 , $57.13 
11/6/14,, $77.91 , $77.87 ,77.82,0,0, $-   , $(0.77), $77.91 , $(0.77), $56.36 
11/7/14,, $78.65 , $78.60 ,78.54,0,0, $-   , $0.74 , $78.65 , $0.74 , $57.10 
11/10/14,, $77.40 , $77.38 ,77.44,0,0, $-   , $(1.25), $77.40 , $(1.25), $55.85 
11/11/14,, $77.94 , $77.87 ,77.86,0,0, $-   , $0.54 , $77.94 , $0.54 , $56.39 
11/12/14,, $77.18 , $77.15 ,77.13,0,0, $-   , $(0.76), $77.18 , $(0.76), $55.63 
11/13/14,, $74.21 , $74.16 ,74.06,1,1, $0.02 , $(2.97), $74.21 , $(2.97), $52.64 
11/14/14,, $75.82 , $75.82 ,75.8,0,2, $-   , $1.61 , $75.82 , $1.66 , $54.30 
11/17/14,, $75.64 , $75.66 ,75.8,0,3, $-   , $(0.18), $75.64 , $(0.16), $54.14 
11/18/14,, $74.61 , $74.64 ,74.86,0,4, $-   , $(1.03), $74.61 , $(1.02), $53.12 
11/19/14,, $74.58 , $74.50 ,74.37,0,5, $-   , $(0.03), $74.58 , $(0.14), $52.98 
11/20/14,, $75.58 , $75.85 ,75.82,2,0, $-   , $1.00 , $75.58 , $1.35 , $54.33 
11/21/14,, $76.51 , $76.59 ,76.74,0,0, $-   , $0.93 , $76.51 , $0.66 , $54.99 
11/24/14,, $75.78 , $75.87 ,76.07,0,0, $-   , $(0.73), $75.78 , $(0.73), $54.26 
11/25/14,, $74.09 , $74.17 ,74.37,0,0, $-   , $(1.69), $74.09 , $(1.69), $52.57 
11/26/14,, $73.69 , $73.76 ,73.9,0,0, $-   , $(0.40), $73.69 , $(0.40), $52.17 
11/28/14,, $66.15 , $66.26 ,66.64,0,0, $-   , $(7.54), $66.15 , $(7.54), $44.63 
12/1/14,, $69.00 , $69.10 ,69.41,0,0, $-   , $2.85 , $69.00 , $2.85 , $47.48 
12/2/14,, $66.88 , $67.00 ,67.39,0,0, $-   , $(2.12), $66.88 , $(2.12), $45.36 
12/3/14,, $67.38 , $67.46 ,67.76,0,0, $-   , $0.50 , $67.38 , $0.50 , $45.86 
12/4/14,, $66.81 , $66.90 ,67.23,0,0, $-   , $(0.57), $66.81 , $(0.57), $45.29 
12/5/14,, $65.84 , $65.96 ,66.28,0,0, $-   , $(0.97), $65.84 , $(0.97), $44.32 
12/8/14,, $63.05 , $63.21 ,63.59,0,0, $-   , $(2.79), $63.05 , $(2.79), $41.53 
12/9/14,, $63.82 , $63.98 ,64.34,0,0, $-   , $0.77 , $63.82 , $0.77 , $42.30 
12/10/14,, $60.94 , $61.16 ,61.7,0,0, $-   , $(2.88), $60.94 , $(2.88), $39.42 
12/11/14,, $59.95 , $60.19 ,60.87,0,0, $-   , $(0.99), $59.95 , $(0.99), $38.43 
12/12/14,, $57.81 , $58.08 ,58.76,1,1, $0.02 , $(2.14), $57.81 , $(2.14), $36.27 
12/15/14,, $55.91 , $56.26 ,57.04,0,2, $-   , $(1.90), $55.91 , $(1.82), $34.45 
12/16/14,, $55.93 , $56.26 ,56.85,0,3, $-   , $0.02 , $55.93 , $-   , $34.45 
12/17/14,, $56.47 , $56.79 ,57.46,0,4, $-   , $0.54 , $56.47 , $0.53 , $34.98 
12/18/14,, $54.11 , $54.36 ,55.06,0,5, $-   , $(2.36), $54.11 , $(2.43), $32.55 
12/19/14,, $56.52 , $57.13 ,57.86,2,0, $-   , $2.41 , $56.52 , $2.77 , $35.32 
12/22/14,, $55.26 , $55.63 ,56.49,0,0, $-   , $(1.26), $55.26 , $(1.87), $33.45 
12/23/14,, $57.12 , $57.48 ,58.29,0,0, $-   , $1.86 , $57.12 , $1.86 , $35.31 
12/24/14,, $55.84 , $56.22 ,57.14,0,0, $-   , $(1.28), $55.84 , $(1.28), $34.03 
12/26/14,, $54.73 , $55.13 ,56.11,0,0, $-   , $(1.11), $54.73 , $(1.11), $32.92 
12/29/14,, $53.61 , $54.03 ,55.14,0,0, $-   , $(1.12), $53.61 , $(1.12), $31.80 
12/30/14,, $54.12 , $54.53 ,55.67,0,0, $-   , $0.51 , $54.12 , $0.51 , $32.31 
12/31/14,, $53.27 , $53.70 ,54.96,0,0, $-   , $(0.85), $53.27 , $(0.85), $31.46 
1/2/15,, $52.69 , $53.11 ,54.42,0,0, $-   , $(0.58), $52.69 , $(0.58), $30.88 
1/5/15,, $50.04 , $50.52 ,51.95,0,0, $-   , $(2.65), $50.04 , $(2.65), $28.23 
1/6/15,, $47.93 , $48.46 ,49.97,0,0, $-   , $(2.11), $47.93 , $(2.11), $26.12 
1/7/15,, $48.65 , $49.08 ,50.48,0,0, $-   , $0.72 , $48.65 , $0.72 , $26.84 
1/8/15,, $48.79 , $49.28 ,50.75,0,0, $-   , $0.14 , $48.79 , $0.14 , $26.98 
1/9/15,, $48.36 , $48.99 ,50.54,0,0, $-   , $(0.43), $48.36 , $(0.43), $26.55 
1/12/15,, $46.07 , $46.76 ,48.36,1,1, $0.02 , $(2.29), $46.07 , $(2.29), $24.24 
1/13/15,, $45.89 , $46.51 ,48.05,0,2, $-   , $(0.18), $45.89 , $(0.25), $23.99 
1/14/15,, $48.48 , $48.96 ,50.36,0,3, $-   , $2.59 , $48.48 , $2.45 , $26.44 
1/15/15,, $46.25 , $46.73 ,48.3,0,4, $-   , $(2.23), $46.25 , $(2.23), $24.21 
1/16/15,, $48.69 , $49.13 ,50.62,0,5, $-   , $2.44 , $48.69 , $2.40 , $26.61 
1/20/15,, $46.39 , $46.47 ,48.01,2,0, $-   , $(2.30), $46.39 , $(2.66), $23.95 
1/21/15,, $47.78 , $48.43 ,50.04,0,0, $-   , $1.39 , $47.78 , $1.31 , $25.26 
1/22/15,, $46.31 , $46.98 ,48.8,0,0, $-   , $(1.47), $46.31 , $(1.47), $23.79 
1/23/15,, $45.59 , $46.32 ,48.34,0,0, $-   , $(0.72), $45.59 , $(0.72), $23.07 
1/26/15,, $45.15 , $45.88 ,48.03,0,0, $-   , $(0.44), $45.15 , $(0.44), $22.63 
1/27/15,, $46.23 , $46.95 ,49,0,0, $-   , $1.08 , $46.23 , $1.08 , $23.71 
1/28/15,, $44.45 , $45.23 ,47.51,0,0, $-   , $(1.78), $44.45 , $(1.78), $21.93 
1/29/15,, $44.53 , $45.30 ,47.61,0,0, $-   , $0.08 , $44.53 , $0.08 , $22.01 
1/30/15,, $48.24 , $48.99 ,51.22,0,0, $-   , $3.71 , $48.24 , $3.71 , $25.72 
2/2/15,, $49.57 , $50.45 ,52.72,0,0, $-   , $1.33 , $49.57 , $1.33 , $27.05 
2/3/15,, $53.05 , $53.86 ,56.11,0,0, $-   , $3.48 , $53.05 , $3.48 , $30.53 
2/4/15,, $48.45 , $49.30 ,51.89,0,0, $-   , $(4.60), $48.45 , $(4.60), $25.93 
2/5/15,, $50.48 , $51.31 ,53.79,0,0, $-   , $2.03 , $50.48 , $2.03 , $27.96 
2/6/15,, $51.69 , $52.50 ,54.86,0,0, $-   , $1.21 , $51.69 , $1.21 , $29.17 
2/9/15,, $52.86 , $53.67 ,55.82,0,0, $-   , $1.17 , $52.86 , $1.17 , $30.34 
2/10/15,, $50.02 , $50.93 ,53.43,0,0, $-   , $(2.84), $50.02 , $(2.84), $27.50 
2/11/15,, $48.84 , $49.78 ,52.43,0,0, $-   , $(1.18), $48.84 , $(1.18), $26.32 
2/12/15,, $51.21 , $52.16 ,54.87,1,1, $0.02 , $2.37 , $51.21 , $2.37 , $28.67 
2/13/15,, $52.78 , $53.67 ,56.25,0,2, $-   , $1.57 , $52.78 , $1.51 , $30.18 
